Year	Bay	Site	Size	Fucoid_F	Fucoid_G	Fucoid_T	Barnacle	M_300	M_425	M_WT	F_start	F_end	B_start	B_end	M_start	M_end					
2004	BC	LC	0	-999.9	-999.9	186	69	7	9	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	LC	1	-999.9	-999.9	7	26	2	5	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	LC	2	-999.9	-999.9	99	52	22	19	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	LC	4	-999.9	-999.9	92	11	1	6	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	LC	8	-999.9	-999.9	9	21	11	3	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	MP	0	-999.9	-999.9	126	48	37	32	-999.9	3/20/04	5/11/04	3/20/04	5/11/04	5/11/04	8/20/04					
2004	BC	MP	1	-999.9	-999.9	68	263	13	18	-999.9	3/20/04	5/11/04	3/20/04	5/11/04	5/11/04	8/20/04					
2004	BC	MP	2	-999.9	-999.9	26	57	13	16	-999.9	3/20/04	5/11/04	3/20/04	5/11/04	5/11/04	8/20/04					
2004	BC	MP	4	-999.9	-999.9	1	85	7	4	-999.9	3/20/04	5/11/04	3/20/04	5/11/04	5/11/04	8/20/04					
2004	BC	MP	8	-999.9	-999.9	526	41	8	1	-999.9	3/20/04	5/11/04	3/20/04	5/11/04	5/11/04	8/20/04					
2004	MC	BO	0	-999.9	-999.9	-999.9	-999.9	98	99	-999.9	nd	nd	nd	nd	5/5/04	8/19/04					
2004	MC	BO	1	-999.9	-999.9	43	308	95	110	-999.9	3/22/04	5/5/04	3/22/04	5/5/04	5/5/04	8/19/04					
2004	MC	BO	2	-999.9	-999.9	-999.9	-999.9	58	17	-999.9	nd	nd	nd	nd	5/5/04	8/19/04					
2004	MC	BO	4	-999.9	-999.9	-999.9	308	72	55	-999.9	3/22/04	nd	3/22/04	5/5/04	5/5/04	8/19/04					
2004	MC	BO	8	-999.9	-999.9	0	111	75	42	-999.9	3/22/04	5/5/04	3/22/04	5/5/04	5/5/04	8/19/04					
2004	MC	BS	0	-999.9	-999.9	300	91	71	29	-999.9	3/20/04	5/12/04	3/20/04	5/12/04	5/12/04	8/19/04					
2004	MC	BS	1	-999.9	-999.9	111	172	12	3	-999.9	3/20/04	5/12/04	3/20/04	5/12/04	5/12/04	8/19/04					
2004	MC	BS	2	-999.9	-999.9	621	160	6	5	-999.9	3/20/04	5/12/04	3/20/04	5/12/04	5/12/04	8/19/04					
2004	MC	BS	4	-999.9	-999.9	24	249	266	80	-999.9	3/20/04	5/12/04	3/20/04	5/12/04	5/12/04	8/19/04					
2004	MC	BS	8	-999.9	-999.9	92	280	42	17	-999.9	3/20/04	5/12/04	3/20/04	5/12/04	5/12/04	8/19/04					
2004	MC	GR	0	-999.9	-999.9	52	38	8	5	-999.9	3/21/04	5/5/04	3/21/04	5/5/04	5/5/04	8/19/04					
2004	MC	GR	1	-999.9	-999.9	0	173	11	7	-999.9	3/21/04	5/5/04	3/21/04	5/5/04	5/5/04	8/19/04					
2004	MC	GR	2	-999.9	-999.9	6	87	15	2	-999.9	3/21/04	5/5/04	3/21/04	5/5/04	5/5/04	8/19/04					
2004	MC	GR	4	-999.9	-999.9	0	35	2	2	-999.9	3/21/04	5/5/04	3/21/04	5/5/04	5/5/04	8/19/04					
2004	MC	GR	8	-999.9	-999.9	1	23	1	2	-999.9	3/21/04	5/5/04	3/21/04	5/5/04	5/5/04	8/19/04					
2004	SC	HN	0	-999.9	-999.9	0	27	46	16	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/22/04					
2004	SC	HN	1	-999.9	-999.9	181	50	29	35	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/22/04					
2004	SC	HN	2	-999.9	-999.9	1	299	59	17	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/22/04					
2004	SC	HN	4	-999.9	-999.9	-999.9	-999.9	9	2	-999.9	nd	nd	nd	nd	5/6/04	8/22/04					
2004	SC	HN	8	-999.9	-999.9	0	39	0	1	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/22/04					
2004	SC	MD	0	-999.9	-999.9	5	98	12	20	-999.9	3/22/04	5/7/04	3/22/04	5/7/04	5/7/04	8/22/04					
2004	SC	MD	1	-999.9	-999.9	8	141	158	86	-999.9	3/22/04	5/7/04	3/22/04	5/7/04	5/7/04	8/22/04					
2004	SC	MD	2	-999.9	-999.9	-999.9	-999.9	-999.9	-999.9	-999.9	nd	nd	nd	nd	nd	nd					
2004	SC	MD	4	-999.9	-999.9	1	-999.9	25	20	-999.9	3/22/04	5/7/04	nd	nd	5/7/04	8/22/04					
2004	SC	MD	8	-999.9	-999.9	-999.9	153	18	28	-999.9	nd	nd	3/22/04	5/7/04	5/7/04	8/22/04					
2004	SC	PL	0	-999.9	-999.9	12	54	36	18	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/20/04					
2004	SC	PL	1	-999.9	-999.9	197	44	20	15	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/20/04					
2004	SC	PL	2	-999.9	-999.9	7	126	1	7	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/20/04					
2004	SC	PL	4	-999.9	-999.9	0	186	1	2	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/20/04					
2004	SC	PL	8	-999.9	-999.9	12	339	41	6	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/20/04					
2004	TC	JL	0	-999.9	-999.9	7	128	34	42	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/23/04					
2004	TC	JL	1	-999.9	-999.9	8	5	11	27	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/23/04					
2004	TC	JL	2	-999.9	-999.9	5	40	30	27	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/23/04					
2004	TC	JL	4	-999.9	-999.9	4	50	21	7	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/23/04					
2004	TC	JL	8	-999.9	-999.9	23	26	17	34	-999.9	3/21/04	5/10/04	3/21/04	5/10/04	5/10/04	8/23/04					
2004	TC	LD	0	-999.9	-999.9	0	71	38	16	-999.9	3/21/04	5/11/04	3/21/04	5/11/04	5/11/04	8/21/04					
2004	TC	LD	1	-999.9	-999.9	7	2	42	21	-999.9	3/21/04	5/11/04	3/21/04	5/11/04	5/11/04	8/21/04					
2004	TC	LD	2	-999.9	-999.9	4	2	29	45	-999.9	3/21/04	5/11/04	3/21/04	5/11/04	5/11/04	8/21/04					
2004	TC	LD	4	-999.9	-999.9	1	140	7	16	-999.9	3/21/04	5/11/04	3/21/04	5/11/04	5/11/04	8/21/04					
2004	TC	LD	8	-999.9	-999.9	71	55	7	5	-999.9	3/21/04	5/11/04	3/21/04	5/11/04	5/11/04	8/21/04					
2004	TC	LH	0	-999.9	-999.9	73	70	45	20	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/21/04					
2004	TC	LH	1	-999.9	-999.9	15	197	132	84	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/21/04					
2004	TC	LH	2	-999.9	-999.9	1	87	55	19	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/21/04					
2004	TC	LH	4	-999.9	-999.9	29	218	33	29	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/21/04					
2004	TC	LH	8	-999.9	-999.9	0	60	89	33	-999.9	3/21/04	5/6/04	3/21/04	5/6/04	5/6/04	8/21/04					
2005	BC	DK	0	1	11	12	10	5	7	1.75	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/20/05					
2005	BC	DK	1	2	63	65	9	1	2	2.04	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/20/05					
2005	BC	DK	2	2	0	2	18	0	0	2.00	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/20/05					
2005	BC	DK	4	3	26	29	3	2	1	1.91	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/20/05					
2005	BC	DK	8	9	20	29	78	6	4	2.05	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/20/05					
2005	BC	LC	0	14	35	49	30	7	6	2.05	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/20/05					
2005	BC	LC	1	8	144	152	12	1	2	2.14	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/20/05					
2005	BC	LC	2	4	41	45	24	1	2	0.67	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/20/05					
2005	BC	LC	4	8	218	226	4	1	2	1.78	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/20/05					
2005	BC	LC	8	26	181	207	17	2	4	1.94	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/20/05					
2005	BC	MP	0	0	1	1	47	4	5	1.07	3/12/05	5/27/05	3/12/05	5/27/05	5/27/05	8/19/05					
2005	BC	MP	1	0	1	1	90	3	8	1.33	3/12/05	5/27/05	3/12/05	5/27/05	5/27/05	8/19/05					
2005	BC	MP	2	1	7	8	61	6	8	1.28	3/12/05	5/27/05	3/12/05	5/27/05	5/27/05	8/19/05					
2005	BC	MP	4	0	0	0	47	4	5	1.02	3/12/05	5/27/05	3/12/05	5/27/05	5/27/05	8/19/05					
2005	BC	MP	8	67	269	336	21	1	2	1.85	3/13/05	5/27/05	3/13/05	5/27/05	5/27/05	8/19/05					
2005	MC	BO	0	0	57	57	0	51	19	1.81	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/21/05					
2005	MC	BO	1	14	1	15	0	43	68	1.42	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/21/05					
2005	MC	BO	2	0	2	2	72	-999.9	-999.9	-999.9	3/13/05	5/25/05	3/13/05	5/25/05	nd	nd					
2005	MC	BO	4	0	0	0	170	33	22	1.33	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/21/05					
2005	MC	BO	8	0	6	6	104	22	12	1.41	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/21/05					
2005	MC	BS	0	0	1	1	111	6	17	1.32	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/19/05					
2005	MC	BS	1	0	0	0	118	52	12	1.25	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/19/05					
2005	MC	BS	2	0	1	1	242	0	2	1.46	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/19/05					
2005	MC	BS	4	0	1	1	97	10	5	1.12	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/19/05					
2005	MC	BS	8	0	0	0	210	2	1	1.11	3/13/05	5/25/05	3/13/05	5/25/05	5/25/05	8/19/05					
2005	MC	GR	0	3	68	71	0	0	3	1.45	3/11/05	5/25/05	3/11/05	5/25/05	5/25/05	8/19/05					
2005	MC	GR	1	0	0	0	0	0	4	1.07	3/11/05	5/25/05	3/11/05	5/25/05	5/25/05	8/19/05					
2005	MC	GR	2	0	0	0	2	13	3	1.16	3/11/05	5/25/05	3/11/05	5/25/05	5/25/05	8/19/05					
2005	MC	GR	4	1	2	3	1	0	2	1.37	3/11/05	5/25/05	3/11/05	5/25/05	5/25/05	8/19/05					
2005	MC	GR	8	0	0	0	5	0	0	1.86	3/11/05	5/25/05	3/11/05	5/25/05	5/25/05	8/19/05					
2005	SC	HN	0	0	0	0	30	15	5	1.04	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/21/05					
2005	SC	HN	1	4	44	48	0	23	8	1.48	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/21/05					
2005	SC	HN	2	1	0	1	50	8	4	1.24	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/21/05					
2005	SC	HN	4	0	2	2	5	0	3	1.33	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/21/05					
2005	SC	HN	8	0	1	1	0	3	7	1.33	3/12/05	5/24/05	3/12/05	5/24/05	5/24/05	8/21/05					
2005	SC	MD	0	1	65	66	2	6	6	1.42	3/11/05	5/24/05	3/11/05	5/24/05	5/24/05	8/20/05					
2005	SC	MD	1	14	56	70	1	62	15	1.38	3/11/05	5/24/05	3/11/05	5/24/05	5/24/05	8/20/05					
2005	SC	MD	2	-999.9	-999.9	-999.9	0	-999.9	-999.9	-999.9	nd	nd	3/11/05	5/24/05	nd	nd					
2005	SC	MD	4	-999.9	-999.9	-999.9	1	-999.9	-999.9	-999.9	nd	nd	3/11/05	5/24/05	nd	nd					
2005	SC	MD	8	0	4	4	2	-999.9	-999.9	-999.9	3/11/05	5/24/05	3/11/05	5/24/05	nd	nd					
2005	SC	PL	0	-999.9	-999.9	-999.9	4	13	5	1.60	3/11/05	nd	3/11/05	5/26/05	5/26/05	8/20/05					
2005	SC	PL	1	10	2	12	0	1	2	1.57	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/20/05					
2005	SC	PL	2	0	0	0	2	5	2	1.65	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/20/05					
2005	SC	PL	4	-999.9	-999.9	-999.9	3	2	3	1.23	3/11/05	nd	3/11/05	5/26/05	5/26/05	8/20/05					
2005	SC	PL	8	-999.9	-999.9	-999.9	4	2	4	1.48	3/11/05	nd	3/11/05	5/26/05	5/26/05	8/20/05					
2005	TC	JL	0	20	206	226	4	10	6	1.29	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/22/05					
2005	TC	JL	1	47	611	658	2	5	18	1.33	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/22/05					
2005	TC	JL	2	4	3	7	1	35	8	1.43	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/22/05					
2005	TC	JL	4	0	9	9	7	14	4	1.72	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/22/05					
2005	TC	JL	8	0	1	1	19	15	7	1.49	3/11/05	5/26/05	3/11/05	5/26/05	5/26/05	8/22/05					
2005	TC	LD	0	0	3	3	4	25	3	2.01	3/13/05	5/26/05	3/13/05	5/26/05	5/26/05	8/23/05					
2005	TC	LD	1	0	2	2	0	6	12	1.37	3/13/05	5/26/05	3/13/05	5/26/05	5/26/05	8/23/05					
2005	TC	LD	2	0	0	0	19	13	16	1.81	3/13/05	5/26/05	3/13/05	5/26/05	5/26/05	8/23/05					
2005	TC	LD	4	0	0	0	21	5	9	1.45	3/13/05	5/26/05	3/13/05	5/26/05	5/26/05	8/23/05					
2005	TC	LD	8	0	61	61	24	3	3	1.56	3/13/05	5/26/05	3/13/05	5/26/05	5/26/05	8/23/05					
2005	TC	LH	0	0	101	101	18	29	14	1.78	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/21/05					
2005	TC	LH	1	0	26	26	22	13	28	1.40	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/21/05					
2005	TC	LH	2	1	0	1	0	25	6	-999.9	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/21/05					
2005	TC	LH	4	8	26	34	34	4	0	1.04	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/21/05					
2005	TC	LH	8	0	0	0	34	33	22	1.84	3/13/05	5/24/05	3/13/05	5/24/05	5/24/05	8/21/05					
2006	BC	DK	0	0	0	0	346	0	11	2.11	4/2/06	5/23/06	4/2/06	5/23/06	5/23/06	8/14/06					
2006	BC	DK	1	0	0	0	109	4	3	2.79	4/2/06	5/23/06	4/2/06	5/23/06	5/23/06	8/14/06					
2006	BC	DK	2	0	0	0	417	1	1	1.91	4/2/06	5/23/06	4/2/06	5/23/06	5/23/06	8/14/06					
2006	BC	DK	4	0	0	0	396	0	3	1.78	4/2/06	5/23/06	4/2/06	5/23/06	5/23/06	8/14/06					
2006	BC	DK	8	0	0	0	439	0	1	2.79	4/2/06	5/23/06	4/2/06	5/23/06	5/23/06	8/14/06					
2006	BC	LC	0	0	42	42	310	0	5	1.54	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	LC	1	11	60	71	198	1	2	2.55	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	LC	2	0	57	57	333	5	5	2.66	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	LC	4	0	0	0	141	1	1	2.69	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	LC	8	15	104	119	301	0	0	2.52	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	MP	0	0	2	2	26	9	8	2.96	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	MP	1	0	1	1	369	8	9	2.66	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	MP	2	0	2	2	216	-999.9	-999.9	-999.9	4/1/06	5/23/06	4/1/06	5/23/06	nd	nd					
2006	BC	MP	4	7	629	636	201	6	16	2.35	4/1/06	5/25/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	BC	MP	8	1	2	3	287	0	1	1.86	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	MC	BO	0	0	6	6	87	-999.9	-999.9	-999.9	4/1/06	5/25/06	4/1/06	5/25/06	nd	nd					
2006	MC	BO	1	0	0	0	137	32	15	2.35	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	MC	BO	2	0	0	0	480	14	14	3.00	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	MC	BO	4	0	0	0	347	4	8	2.08	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	MC	BO	8	0	16	16	389	20	16	2.69	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	MC	BS	0	0	15	15	371	-999.9	-999.9	-999.9	4/1/06	5/26/06	4/1/06	5/26/06	nd	nd					
2006	MC	BS	1	0	11	11	263	0	1	2.06	4/1/06	5/26/06	4/1/06	5/26/06	5/26/06	8/14/06					
2006	MC	BS	2	0	6	6	154	1	14	2.97	4/1/06	5/26/06	4/1/06	5/26/06	5/26/06	8/14/06					
2006	MC	BS	4	0	0	0	307	3	7	1.98	4/1/06	5/26/06	4/1/06	5/26/06	5/26/06	8/14/06					
2006	MC	BS	8	1	0	1	427	1	0	1.86	4/1/06	5/26/06	4/1/06	5/26/06	5/26/06	8/14/06					
2006	MC	GR	0	0	0	0	225	1	0	3.12	3/31/06	5/25/06	3/31/06	5/25/06	5/25/06	8/14/06					
2006	MC	GR	1	0	0	0	294	0	2	3.01	3/31/06	5/25/06	3/31/06	5/25/06	5/25/06	8/14/06					
2006	MC	GR	2	0	0	0	329	6	5	2.66	3/31/06	5/25/06	3/31/06	5/25/06	5/25/06	8/14/06					
2006	MC	GR	4	0	0	0	99	1	2	2.92	3/31/06	5/25/06	3/31/06	5/25/06	5/25/06	8/14/06					
2006	MC	GR	8	0	0	0	186	0	0	2.82	3/31/06	5/25/06	3/31/06	5/25/06	5/25/06	8/14/06					
2006	SC	HN	0	0	0	0	82	9	6	2.14	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	SC	HN	1	1	0	1	397	13	6	2.73	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	SC	HN	2	0	1	1	407	14	4	2.85	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	SC	HN	4	0	0	0	173	4	0	2.54	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	SC	HN	8	0	0	0	35	5	1	2.57	4/1/06	5/23/06	4/1/06	5/23/06	5/23/06	8/14/06					
2006	SC	MD	0	0	14	14	180	0	3	2.45	3/31/06	5/26/06	3/31/06	5/26/06	5/26/06	8/14/06					
2006	SC	MD	1	0	0	0	344	122	21	2.47	3/31/06	5/26/06	3/31/06	5/26/06	5/26/06	8/14/06					
2006	SC	MD	2	-999.9	-999.9	-999.9	-999.9	-999.9	-999.9	-999.9	nd	nd	nd	nd	nd	nd					
2006	SC	MD	4	-999.9	-999.9	-999.9	205	1	2	2.30	nd	nd	3/31/06	5/26/06	5/26/06	8/14/06					
2006	SC	MD	8	1	0	1	329	42	29	2.07	3/31/06	5/26/06	3/31/06	5/26/06	5/26/06	8/14/06					
2006	SC	PL	0	0	31	31	60	28	12	2.94	3/31/06	5/24/06	3/31/06	5/24/06	5/24/06	8/14/06					
2006	SC	PL	1	0	0	0	1	0	0	2.53	3/31/06	5/24/06	3/31/06	5/24/06	5/24/06	8/14/06					
2006	SC	PL	2	0	0	0	315	0	2	2.37	3/31/06	5/24/06	3/31/06	5/24/06	5/24/06	8/14/06					
2006	SC	PL	4	0	0	0	347	1	3	2.42	3/31/06	5/24/06	3/31/06	5/24/06	5/24/06	8/14/06					
2006	SC	PL	8	0	43	43	68	18	10	2.48	3/31/06	5/24/06	3/31/06	5/24/06	5/24/06	8/14/06					
2006	TC	JL	0	7	15	22	398	2	30	3.36	4/1/06	5/24/06	4/1/06	5/24/06	5/24/06	8/14/06					
2006	TC	JL	1	0	7	7	103	8	30	2.67	4/1/06	5/24/06	4/1/06	5/24/06	5/24/06	8/14/06					
2006	TC	JL	2	0	64	64	55	7	13	2.49	4/1/06	5/24/06	4/1/06	5/24/06	5/24/06	8/14/06					
2006	TC	JL	4	6	60	66	188	0	10	2.60	4/1/06	5/24/06	4/1/06	5/24/06	5/24/06	8/14/06					
2006	TC	JL	8	1	53	54	107	5	58	2.68	4/1/06	5/24/06	4/1/06	5/24/06	5/24/06	8/14/06					
2006	TC	LD	0	0	18	18	65	3	10	1.65	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	TC	LD	1	1	537	538	23	4	12	2.29	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	TC	LD	2	3	271	274	38	5	13	1.84	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	TC	LD	4	0	26	26	377	-999.9	-999.9	-999.9	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	nd					
2006	TC	LD	8	7	319	326	366	0	2	3.33	4/1/06	5/25/06	4/1/06	5/25/06	5/25/06	8/14/06					
2006	TC	LH	0	0	17	17	129	2	23	2.66	3/31/06	5/23/06	3/31/06	5/23/06	5/23/06	8/14/06					
2006	TC	LH	1	0	0	0	94	7	27	1.97	3/31/06	5/23/06	3/31/06	5/23/06	5/23/06	8/14/06					
2006	TC	LH	2	0	0	0	153	5	12	2.74	3/31/06	5/23/06	3/31/06	5/23/06	5/23/06	8/14/06					
2006	TC	LH	4	7	1	8	351	3	7	2.97	3/31/06	5/23/06	3/31/06	5/23/06	5/23/06	8/14/06					
2006	TC	LH	8	0	0	0	262	5	19	2.27	3/31/06	5/23/06	3/31/06	5/23/06	5/23/06	8/14/06					
2007	BC	DK	0	4	4	8	2	1	0	2.81	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/29/07					
2007	BC	DK	1	0	0	0	0	2	4	2.81	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/29/07					
2007	BC	DK	2	0	1	1	67	0	2	2.91	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/29/07					
2007	BC	DK	4	4	4	8	27	2	0	1.52	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/29/07					
2007	BC	DK	8	0	22	22	0	0	2	2.44	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/29/07					
2007	BC	LC	0	1	20	21	32	3	2	1.53	4/3/07	6/5/07	4/3/07	6/5/07	6/5/07	8/27/07					
2007	BC	LC	1	0	117	117	12	0	0	1.54	4/4/07	6/5/07	4/4/07	6/5/07	6/5/07	8/27/07					
2007	BC	LC	2	0	0	0	9	2	2	2.73	4/5/07	6/5/07	4/5/07	6/5/07	6/5/07	8/27/07
2007	BC	LC	4	15	72	87	5	0	1	2.73	4/6/07	6/5/07	4/6/07	6/5/07	6/5/07	8/27/07
2007	BC	LC	8	0	170	170	1	1	0	2.53	4/7/07	6/5/07	4/7/07	6/5/07	6/5/07	8/27/07
2007	BC	MP	0	92	2	94	9	2	1	2.35	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/27/07
2007	BC	MP	1	1	1	2	18	5	2	1.90	4/3/07	6/5/07	4/3/07	6/5/07	6/5/07	8/27/07
2007	BC	MP	2	0	112	112	-999.9	0	3	1.33	4/1/07	6/5/07	4/1/07	nd	6/5/07	8/27/07
2007	BC	MP	4	0	172	172	58	0	5	2.44	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/27/07
2007	BC	MP	8	18	108	126	10	0	2	1.37	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/27/07
2007	MC	BO	0	0	0	0	0	59	56	1.56	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	MC	BO	1	0	10	10	6	25	17	1.70	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	MC	BO	2	0	0	0	204	160	195	1.65	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	MC	BO	4	0	0	0	113	61	184	2.90	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	MC	BO	8	0	11	11	14	43	92	2.66	4/1/07	6/5/07	4/1/07	6/5/07	6/5/07	8/26/07
2007	MC	BS	0	31	330	361	62	6	14	2.35	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/30/07
2007	MC	BS	1	4	17	21	13	10	12	2.02	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/30/07
2007	MC	BS	2	4	8	12	0	5	11	1.62	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/30/07
2007	MC	BS	4	1	3	4	1	17	6	2.07	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/30/07
2007	MC	BS	8	5	5	10	4	10	26	2.19	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/30/07
2007	MC	GR	0	25	59	84	1	5	1	2.53	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/29/07
2007	MC	GR	1	15	74	89	0	6	0	2.90	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/29/07
2007	MC	GR	2	50	34	84	0	2	0	2.63	4/1/07	6/7/07	4/1/07	6/7/07	6/7/07	8/29/07
2007	MC	GR	4	7	14	21	1	0	0	2.30	4/2/07	6/7/07	4/1/07	6/7/07	6/7/07	8/29/07
2007	MC	GR	8	17	12	29	0	0	1	3.02	4/2/07	6/7/07	4/1/07	6/7/07	6/7/07	8/29/07
2007	SC	HN	0	3	5	8	4	81	115	2.16	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/26/07
2007	SC	HN	1	7	43	50	3	36	29	2.12	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/26/07
2007	SC	HN	2	14	23	37	19	25	29	2.21	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/26/07
2007	SC	HN	4	11	34	45	3	6	11	1.74	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/26/07
2007	SC	HN	8	2	16	18	0	1	0	1.88	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/26/07
2007	SC	MD	0	2	8	10	0	2	0	2.64	4/2/07	6/6/07	4/2/07	6/6/07	6/6/07	8/27/07
